route_id,service_id,trip_id,trip_headsign,block_id,shape_id,wheelchair_accessible
831-62,MAY13-MVS-BUS-Weekday-01,6527925-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527926-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527927-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527928-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527929-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527930-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527931-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527932-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527933-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527934-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527935-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527936-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527937-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31510,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527938-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31510,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527939-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527940-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31511,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527941-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527942-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31511,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527943-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527944-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31511,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527945-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527946-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31511,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527947-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
831-62,MAY13-MVS-BUS-Weekday-01,6527948-MAY13-MVS-BUS-Weekday-01,"South 831 BLAINE / NORTHTOWN",31511,8310002,1
831-62,MAY13-MVS-BUS-Weekday-01,6527949-MAY13-MVS-BUS-Weekday-01,"North 831 NORTHTOWN/BLAINE",31511,8310001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527967-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2064,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527968-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2115,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527969-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2019,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527970-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2019,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527971-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2020,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527972-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2021,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527973-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2021,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527974-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2027,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527975-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2029,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527976-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2030,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527977-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2030,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527978-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2031,6630002,1
663-62,MAY13-MVS-BUS-Weekday-01,6527979-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2032,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527980-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2028,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527981-MAY13-MVS-BUS-Weekday-01,"East 663  Express / Downtown",2028,6630001,1
663-62,MAY13-MVS-BUS-Weekday-01,6527982-MAY13-MVS-BUS-Weekday-01,"West 663  Express / Greenbrier",2056,6630002,1
643-62,MAY13-MVS-BUS-Weekday-01,6527983-MAY13-MVS-BUS-Weekday-01,"West 643  Ltd Stop / Hedberg Dr",2019,6430003,1
643-62,MAY13-MVS-BUS-Weekday-01,6527984-MAY13-MVS-BUS-Weekday-01,"West 643  Ltd Stop / Hedberg Dr",2019,6430003,1
643-62,MAY13-MVS-BUS-Weekday-01,6527985-MAY13-MVS-BUS-Weekday-01,"West 643  Ltd Stop / Hedberg Dr",2020,6430003,1
643-62,MAY13-MVS-BUS-Weekday-01,6527986-MAY13-MVS-BUS-Weekday-01,"East 643  Ltd Stop / Downtown",2021,6430002,1
643-62,MAY13-MVS-BUS-Weekday-01,6527987-MAY13-MVS-BUS-Weekday-01,"East 643  Ltd Stop / Downtown",2021,6430001,1
643-62,MAY13-MVS-BUS-Weekday-01,6527988-MAY13-MVS-BUS-Weekday-01,"East 643  Ltd Stop / Downtown",2021,6430001,1
643-62,MAY13-MVS-BUS-Weekday-01,6527989-MAY13-MVS-BUS-Weekday-01,"West 643  Ltd Stop / Louisiana TC",2027,6430004,1
643-62,MAY13-MVS-BUS-Weekday-01,6527990-MAY13-MVS-BUS-Weekday-01,"East 643  Ltd Stop / Downtown",2030,6430001,1
643-62,MAY13-MVS-BUS-Weekday-01,6527991-MAY13-MVS-BUS-Weekday-01,"West 643  Ltd Stop / Hedberg Dr",2028,6430003,1
643-62,MAY13-MVS-BUS-Weekday-01,6527992-MAY13-MVS-BUS-Weekday-01,"East 643  Ltd Stop / Downtown",2063,6430002,1
649-62,MAY13-MVS-BUS-Weekday-01,6527993-MAY13-MVS-BUS-Weekday-01,"West 649A  Ltd Stop/Louisiana TC/Wayzata Blvd",2023,6490004,1
649-62,MAY13-MVS-BUS-Weekday-01,6527994-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2023,6490001,1
649-62,MAY13-MVS-BUS-Weekday-01,6527995-MAY13-MVS-BUS-Weekday-01,"West 649A  Ltd Stop/Louisiana TC/Wayzata Blvd",2023,6490004,1
649-62,MAY13-MVS-BUS-Weekday-01,6527996-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2023,6490001,1
649-62,MAY13-MVS-BUS-Weekday-01,6527997-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2022,6490001,1
649-62,MAY13-MVS-BUS-Weekday-01,6527998-MAY13-MVS-BUS-Weekday-01,"West 649A  Ltd Stop/Louisiana TC/Wayzata Blvd",2022,6490004,1
649-62,MAY13-MVS-BUS-Weekday-01,6527999-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2022,6490001,1
649-62,MAY13-MVS-BUS-Weekday-01,6528000-MAY13-MVS-BUS-Weekday-01,"West 649A  Ltd Stop/Louisiana TC/Wayzata Blvd",2022,6490004,1
649-62,MAY13-MVS-BUS-Weekday-01,6528001-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2022,6490001,1
649-62,MAY13-MVS-BUS-Weekday-01,6528002-MAY13-MVS-BUS-Weekday-01,"West 649C  Ltd Stop/Louisiana TC/Cedar Trail",2024,6490003,1
649-62,MAY13-MVS-BUS-Weekday-01,6528003-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2024,6490002,1
649-62,MAY13-MVS-BUS-Weekday-01,6528004-MAY13-MVS-BUS-Weekday-01,"West 649C  Ltd Stop/Louisiana TC/Cedar Trail",2024,6490003,1
649-62,MAY13-MVS-BUS-Weekday-01,6528005-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2024,6490002,1
649-62,MAY13-MVS-BUS-Weekday-01,6528006-MAY13-MVS-BUS-Weekday-01,"West 649C  Ltd Stop/Louisiana TC/Cedar Trail",2024,6490003,1
649-62,MAY13-MVS-BUS-Weekday-01,6528007-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2024,6490002,1
649-62,MAY13-MVS-BUS-Weekday-01,6528008-MAY13-MVS-BUS-Weekday-01,"West 649C  Ltd Stop/Louisiana TC/Cedar Trail",2025,6490003,1
649-62,MAY13-MVS-BUS-Weekday-01,6528009-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2025,6490002,1
649-62,MAY13-MVS-BUS-Weekday-01,6528010-MAY13-MVS-BUS-Weekday-01,"West 649C  Ltd Stop/Louisiana TC/Cedar Trail",2025,6490003,1
649-62,MAY13-MVS-BUS-Weekday-01,6528011-MAY13-MVS-BUS-Weekday-01,"East 649  Ltd Stop / Downtown",2025,6490002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528012-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31212,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528013-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31212,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528014-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31212,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528015-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31212,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528016-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31212,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528017-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31212,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528018-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31212,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528019-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31212,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528020-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31212,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528021-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31212,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528022-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31213,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528023-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31213,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528024-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31213,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528025-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31213,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528026-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31213,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528027-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31213,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528028-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31213,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528029-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31213,6040002,1
604-62,MAY13-MVS-BUS-Weekday-01,6528030-MAY13-MVS-BUS-Weekday-01,"North 604 Excel-Quent/Meth Hosp/Pk Plc Wayz",31213,6040001,1
604-62,MAY13-MVS-BUS-Weekday-01,6528031-MAY13-MVS-BUS-Weekday-01,"South 604 Pk Plc Wayz/Meth Hosp/Excel-Quent",31213,6040002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528032-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528033-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528034-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528035-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528036-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528037-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528038-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528039-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528040-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528041-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528042-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528043-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528044-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528045-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528046-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528047-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528048-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528049-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528050-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528051-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528052-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528053-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528054-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528055-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528056-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528057-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528058-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528059-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528060-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528061-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528062-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528063-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528064-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528065-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31410,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528066-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31410,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528067-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528068-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528069-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528070-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528071-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528072-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528073-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31409,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528074-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31409,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528075-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528076-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528077-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528078-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528079-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528080-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528081-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
87-62,MAY13-MVS-BUS-Weekday-01,6528082-MAY13-MVS-BUS-Weekday-01,"North 87 Rosedale/ Cleveland Ave/ U of M",31408,870001,1
87-62,MAY13-MVS-BUS-Weekday-01,6528083-MAY13-MVS-BUS-Weekday-01,"South 87 Highland/ Cleveland Av/ U of M",31408,870002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528096-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31305,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528097-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31305,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528098-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31305,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528099-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31305,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528100-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31306,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528101-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31306,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528102-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528103-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528104-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528105-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528106-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528107-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528108-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528109-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528110-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528111-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528112-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528113-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31307,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528114-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31307,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528115-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31308,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528116-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31308,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528117-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31308,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528118-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31308,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528119-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31308,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528120-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31308,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528121-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31308,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528122-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31308,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528123-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31306,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528124-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31306,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528125-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31306,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528126-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31306,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528127-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31306,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528128-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31306,800002,1
80-62,MAY13-MVS-BUS-Weekday-01,6528129-MAY13-MVS-BUS-Weekday-01,"North 80  White Bear / Maplwd Mall",31306,800001,1
80-62,MAY13-MVS-BUS-Weekday-01,6528130-MAY13-MVS-BUS-Weekday-01,"South 80  White Bear/ Sunray",31306,800002,1
