route_id,service_id,trip_id,trip_headsign,block_id,shape_id,wheelchair_accessible
18-62,MAY13-MVS-BUS-Weekday-02,6796185-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796186-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1355,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796187-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796188-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796189-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1361,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796190-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1355,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796191-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796192-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1369,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796193-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1358,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796194-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1355,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796195-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796196-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1363,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796197-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1367,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796198-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796199-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1358,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796200-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1361,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796201-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796202-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1363,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796203-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1232,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796204-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1374,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796205-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1232,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796206-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796207-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1373,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796208-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1377,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796209-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1232,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796210-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1366,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796211-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1379,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796212-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1377,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796213-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796214-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1355,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796215-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1363,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796216-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1372,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796217-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180008,1
18-62,MAY13-MVS-BUS-Weekday-02,6796218-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1375,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796219-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796220-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1369,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796221-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1374,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796222-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1373,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796223-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1372,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796224-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796225-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1360,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796226-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1372,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796227-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796228-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796229-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1369,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796230-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796231-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1369,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796232-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1366,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796233-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796234-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796235-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796236-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1380,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796237-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796238-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1378,180003,1
18-62,MAY13-MVS-BUS-Weekday-02,6796239-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1377,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796240-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796241-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1358,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796242-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1360,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796243-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1365,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796244-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1356,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796245-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1372,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796246-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1360,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796247-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1357,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796248-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796249-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1366,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796250-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796251-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1357,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796252-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796253-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1366,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796254-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796255-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1357,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796256-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1377,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796257-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1366,180002,1
18-62,MAY13-MVS-BUS-Weekday-02,6796258-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796259-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796260-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1378,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796261-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1380,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796262-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1983,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796263-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1355,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796264-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1373,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796265-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1375,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796266-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1378,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796267-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1380,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796268-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1374,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796269-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1378,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796270-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1377,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796271-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180001,1
18-62,MAY13-MVS-BUS-Weekday-02,6796272-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1359,180004,1
18-62,MAY13-MVS-BUS-Weekday-02,6796273-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1362,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796274-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1365,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796275-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1370,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796276-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1360,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796277-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1357,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796278-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796279-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1374,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796280-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180009,1
18-62,MAY13-MVS-BUS-Weekday-02,6796281-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1372,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796282-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1358,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796283-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796284-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1363,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796285-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1364,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796286-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1368,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796287-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1371,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796288-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1363,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796289-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1373,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796290-MAY13-MVS-BUS-Weekday-02,"North 18  Downtown",1373,180005,1
18-62,MAY13-MVS-BUS-Weekday-02,6796291-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1358,180014,1
18-62,MAY13-MVS-BUS-Weekday-02,6796292-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1355,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796293-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1357,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796294-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1356,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796295-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1359,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796296-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1362,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796297-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1355,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796298-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1365,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796299-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1356,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796300-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1372,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796301-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1360,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796302-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1357,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796303-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1368,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796304-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1366,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796305-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1371,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796306-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1361,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796307-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1363,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796308-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1364,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796309-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1373,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796310-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1363,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796311-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1364,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796312-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1373,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796313-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1363,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796314-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1378,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796315-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1374,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796316-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1232,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796317-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1377,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796318-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1364,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796319-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1361,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796320-MAY13-MVS-BUS-Weekday-02,"South 18C  Nicollet-66",1360,180012,1
18-62,MAY13-MVS-BUS-Weekday-02,6796321-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1367,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796322-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1363,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796323-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1364,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796324-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1355,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796325-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1358,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796326-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1369,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796327-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1370,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796328-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1358,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796329-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1356,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796330-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1355,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796331-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1360,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796332-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1372,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796333-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1370,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796334-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1356,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796335-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1372,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796336-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1357,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796337-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1371,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796338-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1364,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796339-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1371,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796340-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1380,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796341-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1371,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796342-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1378,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796343-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1377,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796344-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1358,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796345-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1371,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796346-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1355,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796347-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1368,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796348-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1374,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796349-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1364,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796350-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1371,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796351-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1364,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796352-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1369,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796353-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1370,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796354-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1366,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796355-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1369,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796356-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1361,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796357-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1356,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796358-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1364,180013,1
18-62,MAY13-MVS-BUS-Weekday-02,6796359-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1360,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796360-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1372,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796361-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1369,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796362-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1370,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796363-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1371,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796364-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1361,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796365-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1368,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796366-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1376,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796367-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1369,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796368-MAY13-MVS-BUS-Weekday-02,"South 18E  Nicollet Av / 104-Humboldt",1371,180010,1
18-62,MAY13-MVS-BUS-Weekday-02,6796369-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1360,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796370-MAY13-MVS-BUS-Weekday-02,"South 18C  Nicollet-66",1361,180012,1
18-62,MAY13-MVS-BUS-Weekday-02,6796371-MAY13-MVS-BUS-Weekday-02,"South 18C  Nicollet-66",1360,180012,1
18-62,MAY13-MVS-BUS-Weekday-02,6796372-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1368,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796373-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1379,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796374-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1366,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796375-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1355,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796376-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1377,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796377-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1364,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796378-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1374,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796379-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1232,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796380-MAY13-MVS-BUS-Weekday-02,"South 18A  Nicollet-46",1358,180018,1
18-62,MAY13-MVS-BUS-Weekday-02,6796381-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1375,180011,1
18-62,MAY13-MVS-BUS-Weekday-02,6796382-MAY13-MVS-BUS-Weekday-02,"South 18C  Nicollet-66",1373,180019,1
18-62,MAY13-MVS-BUS-Weekday-02,6796383-MAY13-MVS-BUS-Weekday-02,"South 18D Nicollet-78/American-2Av",1374,180011,1
